MSZoning,Street,LotShape,LandSlope,Neighborhood,HouseStyle,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,Heating,HeatingQC,CentralAir,KitchenQual,FireplaceQu,GarageFinish,GarageType_NoNull,OverallQual,GrLivArea_capped,TotalBsmtSF_capped,2ndFlrSF,BsmtFinSF1,1stFlrSF_capped,LotArea_capped,GarageArea_capped,YearBuilt,LotFrontage_capped
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,1557.0,1374.0,0,0,1557.0,3196.0,420.0,2003,
RM,Pave,Reg,Gtl,IDOTRR,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,4,1196.0,1196.0,0,197,1196.0,4800.0,440.0,1916,40.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,864.0,864.0,0,521,864.0,9100.0,624.0,1958,70.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1056.0,1056.0,0,480,1056.0,9250.0,260.0,1954,80.0
RL,Pave,Reg,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,8,2526.0,1165.0,1323,740,1203.0,10120.0,844.0,1994,92.0
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1145.0,1145.0,0,16,1145.0,3182.0,397.0,2005,43.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Po,Unf,Attchd,5,1092.0,1092.0,0,170,1092.0,11616.0,288.0,1962,
RM,Pave,Reg,Gtl,OldTown,2Story,TA,BrkTil,Fa,No,Fa,GasA,Ex,Y,TA,,Unf,Detchd,5,1432.0,264.0,664,0,768.0,9600.0,360.0,1910,60.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Gd,RFn,Attchd,6,1392.0,1392.0,0,1040,1392.0,11900.0,458.0,1957,80.0
RL,Pave,Reg,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,6,1456.0,728.0,728,0,728.0,8461.0,390.0,2005,65.0
RL,Pave,IR1,Gtl,NAmes,1Story,Gd,CBlock,TA,No,TA,GasA,Ex,Y,Gd,,RFn,Attchd,5,1053.0,1053.0,0,806,1053.0,10007.0,312.0,1959,72.0
RH,Pave,Reg,Gtl,SWISU,2.5Fin,Fa,CBlock,TA,No,TA,GasA,Ex,Y,Fa,,NoGarage,,6,2829.164657188144,1440.0,1440,256,1440.0,10896.0,0.0,1914,60.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,Gd,Gd,Fin,Detchd,5,1287.0,1063.0,0,72,1287.0,9830.0,576.0,1959,
RM,Pave,Reg,Gtl,IDOTRR,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Gd,Fin,Detchd,5,778.0,740.0,0,403,778.0,6900.0,924.0,1940,71.0
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,6,1092.0,525.0,567,0,525.0,1680.0,264.0,1971,21.0
RL,Pave,IR1,Gtl,BrkSide,1Story,TA,PConc,Fa,Mn,Fa,GasA,Gd,Y,TA,,Unf,Detchd,4,747.0,600.0,0,0,747.0,5825.0,528.0,1926,52.0
RL,Pave,IR1,Gtl,Gilbert,2Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,Fin,BuiltIn,7,1733.0,847.0,886,0,847.0,12394.0,433.0,2003,
RL,Pave,IR1,Gtl,Timber,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1646.0,1638.0,0,0,1646.0,10656.0,870.0,2006,67.0
RL,Pave,IR1,Gtl,Mitchel,1.5Fin,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Gd,Ex,RFn,Attchd,7,2149.0,1434.0,631,1351,1518.0,12822.0,670.0,2003,48.0
RL,Pave,IR1,Mod,ClearCr,1Story,TA,CBlock,TA,Av,TA,GasA,Fa,Y,TA,,Unf,Attchd,5,1582.0,1624.0,0,812,1582.0,35469.990413139654,390.0,1964,
RM,Pave,Reg,Gtl,OldTown,2Story,Gd,BrkTil,TA,No,TA,GasA,Gd,Y,Gd,Gd,Unf,Attchd,8,1742.0,916.0,826,216,916.0,17671.0,424.0,1882,121.0
RL,Pave,Reg,Mod,Mitchel,1Story,TA,PConc,TA,Gd,TA,GasA,Gd,Y,TA,,Unf,Attchd,4,1040.0,1064.0,0,633,1040.0,25286.0,648.0,1963,94.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,RFn,Attchd,5,912.0,912.0,0,456,912.0,10150.0,275.0,1958,70.0
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,8,2198.0,1145.0,1053,655,1145.0,14260.0,836.0,2000,84.0
RL,Pave,IR1,Gtl,NWAmes,1Story,TA,CBlock,TA,No,TA,GasA,Fa,Y,TA,,Unf,Detchd,5,1680.0,1680.0,0,0,1680.0,11500.0,528.0,1976,
RL,Pave,IR1,Mod,Crawfor,1.5Fin,TA,CBlock,TA,Mn,TA,GasA,Ex,Y,Gd,Gd,Unf,BuiltIn,8,2829.164657188144,728.0,1479,192,1968.0,14100.0,1007.4922406197524,1935,
RM,Pave,Reg,Gtl,OldTown,1.5Fin,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1316.0,926.0,0,234,926.0,5500.0,484.0,1929,50.0
RL,Pave,Reg,Gtl,SWISU,2Story,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,,RFn,BuiltIn,5,2601.0,612.0,1611,0,990.0,9842.0,621.0,1921,51.0
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1365.0,765.0,600,765,765.0,2368.0,440.0,1970,24.0
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Ex,Av,Ex,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1258.0,1258.0,0,0,1258.0,3922.0,648.0,2006,53.0
RL,Pave,IR1,Gtl,Somerst,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,1574.0,1574.0,0,24,1574.0,11957.0,824.0,2006,75.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,Mn,TA,GasA,Ex,Y,TA,,Fin,Attchd,5,1096.0,1096.0,0,75,1096.0,15870.0,299.0,1969,
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,6,987.0,483.0,504,330,483.0,1680.0,264.0,1973,21.0
RM,Pave,Reg,Gtl,Edwards,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,7,1708.0,976.0,732,0,976.0,3363.0,380.0,2004,32.0
RM,Pave,Reg,Gtl,OldTown,2.5Fin,TA,BrkTil,TA,No,TA,GasA,Ex,Y,Gd,Ex,Unf,Attchd,7,2829.164657188144,1470.0,1818,0,1675.0,18386.0,870.0,1880,87.0
RL,Pave,IR1,Mod,Gilbert,1.5Fin,Gd,Wood,Gd,Av,Gd,GasA,Gd,Y,TA,,RFn,Basment,8,1752.0,559.0,672,427,1080.0,12134.0,492.0,1988,130.7618378042347
RL,Pave,IR3,Sev,Timber,1Story,TA,CBlock,Gd,Gd,Gd,GasW,TA,Y,TA,Gd,RFn,Attchd,7,2036.0,2136.0,0,1236,2036.0,35469.990413139654,513.0,1965,130.7618378042347
RM,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,BrkTil,Gd,No,Gd,GasA,Gd,Y,TA,,Unf,Detchd,5,1344.0,896.0,448,0,896.0,6240.0,240.0,1936,
RL,Pave,Reg,Gtl,NAmes,SLvl,TA,CBlock,TA,Av,TA,GasA,TA,Y,TA,,Unf,BuiltIn,5,1109.0,372.0,533,349,576.0,10500.0,288.0,1971,70.0
RL,Pave,IR2,Gtl,Gilbert,2Story,TA,PConc,Gd,Av,Gd,GasA,Gd,Y,TA,,Fin,Attchd,6,1470.0,794.0,676,182,794.0,13869.0,388.0,1997,
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,Mn,TA,GasA,TA,Y,TA,,Unf,Detchd,5,952.0,952.0,0,852,952.0,7350.0,840.0,1951,60.0
RL,Pave,IR1,Gtl,Crawfor,1Story,Gd,CBlock,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,6,1680.0,880.0,0,808,1680.0,21695.0,540.0,1988,
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,RFn,Attchd,6,1516.0,1516.0,0,196,1516.0,10004.0,472.0,1964,100.0
RL,Pave,Reg,Gtl,NridgHt,1Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Ex,Gd,RFn,Attchd,8,1734.0,1734.0,0,1004,1734.0,12085.0,928.0,2007,93.0
RL,Pave,IR1,Gtl,StoneBr,1Story,Gd,PConc,Gd,Av,Gd,GasA,TA,Y,Gd,,RFn,Attchd,8,1502.0,1488.0,0,368,1502.0,6820.0,528.0,1985,
RL,Pave,Reg,Gtl,NridgHt,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,BuiltIn,7,1626.0,764.0,862,567,764.0,2268.0,474.0,2003,36.0
RM,Pave,Reg,Gtl,IDOTRR,1.5Fin,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,,Unf,Detchd,6,1469.0,756.0,713,0,756.0,10320.0,216.0,1906,60.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,7,1550.0,1092.0,438,812,1112.0,8125.0,438.0,2006,65.0
RL,Pave,IR1,Gtl,NridgHt,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,7,1368.0,1368.0,0,0,1368.0,6792.0,474.0,2005,40.0
RL,Pave,Reg,Gtl,NridgHt,2Story,TA,PConc,Ex,Av,Ex,GasA,Ex,Y,Gd,,RFn,Attchd,9,2596.0,1249.0,1347,0,1249.0,16259.0,840.0,2006,111.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,5,1339.0,1029.0,0,504,1339.0,7560.0,294.0,1958,70.0
RL,Pave,IR2,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Gd,Y,TA,,Fin,Attchd,7,1839.0,1195.0,644,0,1195.0,16770.0,486.0,1998,58.0
RL,Pave,Reg,Gtl,NridgHt,2Story,Gd,PConc,Ex,Av,Ex,GasA,Ex,Y,Gd,Gd,Fin,BuiltIn,8,2452.0,1117.0,1320,0,1132.0,13418.0,691.0,2004,108.0
RL,Pave,Reg,Gtl,Gilbert,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1509.0,783.0,702,0,807.0,7875.0,393.0,2003,63.0
RL,Pave,IR1,Gtl,SawyerW,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,1434.0,1454.0,0,20,1434.0,8529.0,527.0,2001,65.0
RL,Pave,Reg,Gtl,SawyerW,1Story,TA,CBlock,Gd,No,Gd,GasA,Gd,Y,Gd,,RFn,Attchd,6,1294.0,1278.0,0,1200,1294.0,7153.0,496.0,1991,
RL,Pave,Reg,Gtl,Crawfor,2Story,TA,BrkTil,Gd,No,Gd,GasA,Ex,Y,TA,,Unf,Attchd,6,1680.0,840.0,840,0,840.0,15576.0,308.0,1915,63.0
RL,Pave,IR1,Gtl,SawyerW,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,6,1721.0,928.0,785,814,936.0,8462.0,471.0,1994,70.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,4,864.0,864.0,0,600,864.0,12735.0,576.0,1972,
FV,Pave,Reg,Gtl,Somerst,2Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,TA,,Unf,Detchd,7,1501.0,744.0,744,549,757.0,2280.0,440.0,1999,24.0
RM,Pave,Reg,Gtl,OldTown,2Story,TA,BrkTil,TA,No,TA,GasA,TA,N,TA,,Unf,Detchd,5,2337.0,662.0,915,0,1422.0,13600.0,560.0,1900,85.0
RL,Pave,Reg,Gtl,NWAmes,1Story,TA,CBlock,Gd,Av,Gd,GasA,Gd,Y,TA,TA,Fin,Attchd,7,1872.0,1845.0,0,929,1872.0,10400.0,604.0,1988,80.0
RL,Pave,IR3,Gtl,Gilbert,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1530.0,1530.0,0,1300,1530.0,14572.0,630.0,2004,130.7618378042347
RM,Pave,Reg,Gtl,OldTown,2.5Unf,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,Gd,NoGarage,,6,1484.0,742.0,742,0,742.0,6300.0,0.0,1914,35.0
RM,Pave,Reg,Gtl,MeadowV,SFoyer,TA,CBlock,Gd,Av,Gd,GasA,TA,Y,Gd,,Unf,Attchd,4,630.0,630.0,0,515,630.0,1526.0,286.0,1970,21.0
RM,Pave,Reg,Gtl,OldTown,1Story,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,6,1200.0,1200.0,0,0,1200.0,11340.0,312.0,1923,84.0
RL,Pave,IR1,Gtl,NWAmes,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,Fin,Attchd,6,2829.164657188144,1330.0,1330,896,1542.0,12227.0,619.0,1977,
RL,Pave,IR1,Gtl,NAmes,SLvl,TA,CBlock,TA,Gd,TA,GasA,TA,Y,TA,Fa,RFn,Attchd,6,1445.0,1127.0,0,564,1445.0,12095.0,645.0,1964,
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Attchd,6,1116.0,1116.0,0,0,1116.0,10000.0,440.0,1962,87.0
RL,Pave,IR1,Gtl,StoneBr,2Story,Gd,CBlock,Gd,Mn,Gd,GasA,Gd,Y,Gd,TA,Fin,Attchd,7,2090.0,1190.0,900,828,1190.0,5062.0,577.0,1984,
RL,Pave,IR1,Gtl,NAmes,SFoyer,TA,CBlock,Gd,Gd,Gd,GasA,TA,Y,TA,TA,Unf,Detchd,5,943.0,943.0,0,943,943.0,7032.0,600.0,1979,
RL,Pave,Reg,Gtl,SWISU,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Ex,Y,Gd,Gd,Unf,Detchd,6,1608.0,976.0,448,264,1160.0,6171.0,216.0,1925,51.0
RL,Pave,Reg,Gtl,Sawyer,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,GasA,TA,Y,TA,,Unf,CarPort,4,1296.0,0.0,0,0,1296.0,10791.0,516.0,1967,72.0
RM,Pave,IR1,Gtl,OldTown,1.5Unf,TA,BrkTil,TA,No,TA,GasA,Ex,Y,TA,TA,NoGarage,,5,840.0,672.0,0,116,840.0,4388.0,0.0,1930,55.0
RL,Pave,Reg,Gtl,NWAmes,2Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,Gd,RFn,Attchd,7,1978.0,832.0,880,552,1098.0,9900.0,486.0,1968,
RL,Pave,IR1,Gtl,NAmes,SFoyer,Ex,CBlock,TA,Av,TA,GasA,Gd,Y,Ex,,RFn,Attchd,7,999.0,944.0,0,867,999.0,12122.0,588.0,1961,
RL,Pave,IR1,Gtl,NPkVill,1Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,,RFn,Attchd,6,958.0,958.0,0,958,958.0,4928.0,440.0,1976,
RL,Pave,Reg,Mod,Crawfor,2Story,Gd,CBlock,Gd,No,Gd,GasA,TA,Y,Gd,TA,Unf,Detchd,8,2727.0,853.0,1178,297,1549.0,10570.0,440.0,1932,70.0
RL,Pave,IR1,Gtl,BrkSide,1Story,TA,BrkTil,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Detchd,5,1167.0,915.0,0,645,1167.0,8731.0,495.0,1920,98.0
RL,Pave,Reg,Mod,NAmes,2Story,TA,CBlock,TA,Gd,TA,GasA,Gd,Y,Gd,Fa,RFn,Attchd,6,1851.0,822.0,831,536,1020.0,9760.0,440.0,1964,80.0
RL,Pave,IR1,Gtl,NAmes,1Story,Gd,CBlock,TA,No,TA,GasA,Ex,Y,Gd,,Unf,Detchd,6,1252.0,1252.0,0,0,1252.0,10721.0,528.0,1959,80.0
RM,Pave,Reg,Gtl,BrkSide,1.5Fin,TA,Slab,NoBasement,NoBasement,NoBasement,GasA,Gd,N,TA,,NoGarage,,4,912.0,0.0,240,0,672.0,6240.0,0.0,1947,52.0
RL,Pave,IR2,Mod,CollgCr,1Story,TA,PConc,Gd,No,Gd,GasA,Gd,Y,Gd,,Unf,Detchd,5,1040.0,1040.0,0,732,1040.0,12464.0,576.0,1996,82.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Unf,Detchd,6,1525.0,756.0,756,436,769.0,2117.0,440.0,2000,
RL,Pave,IR3,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,Fin,BuiltIn,8,2452.0,1028.0,1242,281,1210.0,16226.0,683.0,1998,66.0
RL,Pave,IR1,Gtl,NoRidge,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,RFn,Attchd,8,2829.164657188144,2154.1927632034717,0,1231,2129.096057431453,12692.0,546.0,1992,
RL,Pave,IR1,Gtl,Gilbert,SLvl,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,,Fin,Attchd,7,1166.0,856.0,0,655,1166.0,9587.0,400.0,2005,59.0
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,Mn,TA,GasA,Ex,Y,TA,Gd,Unf,Attchd,6,1846.0,1040.0,678,196,1168.0,10496.0,315.0,1949,78.0
RL,Pave,Reg,Gtl,NWAmes,1Story,TA,CBlock,Gd,No,Gd,GasA,Ex,Y,TA,,RFn,Attchd,5,1074.0,1056.0,0,788,1074.0,10140.0,495.0,1975,78.0
RL,Pave,IR1,Gtl,NoRidge,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,TA,RFn,Attchd,7,2344.0,1264.0,1067,0,1277.0,10208.0,889.0,1996,79.0
RL,Pave,Reg,Gtl,NAmes,1.5Unf,TA,CBlock,TA,No,TA,GasA,TA,Y,Gd,,Unf,Detchd,5,893.0,845.0,0,220,893.0,9600.0,576.0,1949,60.0
RL,Pave,Reg,Mod,CollgCr,1Story,TA,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,6,1493.0,1478.0,0,994,1493.0,13125.0,508.0,1997,75.0
RL,Pave,Reg,Gtl,Timber,2Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Ex,Gd,Fin,BuiltIn,8,1968.0,774.0,1194,0,774.0,12003.0,680.0,2009,92.0
RL,Pave,IR1,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Ex,Y,TA,TA,Fin,Attchd,6,1004.0,1004.0,0,578,1004.0,11241.0,480.0,1970,
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,CBlock,Fa,Mn,Fa,GasA,Fa,Y,TA,TA,Unf,Detchd,5,1456.0,810.0,454,0,1002.0,7585.0,280.0,1948,50.0
RL,Pave,IR1,Gtl,BrkSide,1.5Fin,TA,BrkTil,Gd,No,Gd,GasA,Ex,Y,TA,Gd,Unf,Detchd,6,1635.0,1065.0,720,300,915.0,8737.0,440.0,1923,70.0
RL,Pave,Reg,Gtl,NAmes,1.5Fin,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,Gd,Unf,Attchd,6,1458.0,912.0,546,0,912.0,17503.0,330.0,1948,78.0
RM,Pave,Reg,Gtl,Mitchel,1Story,TA,PConc,Ex,No,Ex,GasA,Ex,Y,TA,,Fin,Attchd,6,1224.0,1224.0,0,883,1224.0,4500.0,402.0,1999,
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Gd,Gd,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,7,1506.0,1362.0,0,16,1506.0,3013.0,440.0,2005,43.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,TA,N,TA,,Unf,Detchd,5,2136.0,2136.0,0,756,2129.096057431453,10680.0,528.0,1951,89.0
FV,Pave,Reg,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,7,1416.0,696.0,720,604,696.0,2572.0,484.0,1999,24.0
RL,Pave,Reg,Gtl,NoRidge,1Story,Ex,PConc,Ex,Gd,Ex,GasA,Ex,Y,Ex,Gd,RFn,Attchd,10,2633.0,2154.1927632034717,0,1282,2129.096057431453,11400.0,804.0,2001,
RL,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,Attchd,8,1468.0,1468.0,0,0,1468.0,9612.0,898.0,2008,74.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Attchd,5,773.0,773.0,0,570,773.0,7677.0,240.0,1953,57.0
RM,Pave,Reg,Gtl,BrDale,2Story,TA,CBlock,TA,No,TA,GasA,TA,Y,TA,,Unf,Detchd,5,1302.0,630.0,672,0,630.0,1680.0,280.0,1971,21.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,Mn,TA,GasA,TA,Y,Gd,,Unf,Detchd,5,900.0,900.0,0,234,900.0,7200.0,576.0,1951,60.0
RM,Pave,Reg,Gtl,BrkSide,1.5Unf,Gd,PConc,TA,No,TA,GasA,Gd,Y,TA,,Unf,Detchd,6,904.0,884.0,0,0,904.0,6000.0,180.0,1926,50.0
RL,Pave,IR1,Gtl,Crawfor,1Story,Gd,CBlock,TA,Av,TA,GasA,Gd,Y,Gd,TA,RFn,Attchd,6,1844.0,1844.0,0,1110,1844.0,16381.0,540.0,1969,
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Gd,TA,Fin,Attchd,7,1555.0,1373.0,0,16,1555.0,3182.0,430.0,2005,43.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,TA,Fin,Attchd,5,1297.0,1297.0,0,1213,1297.0,8532.0,498.0,1954,74.0
RL,Pave,Reg,Gtl,Edwards,1.5Fin,TA,Slab,NoBasement,NoBasement,NoBasement,Wall,TA,N,TA,,Unf,Detchd,4,1529.0,0.0,441,0,1088.0,8405.0,240.0,1945,50.0
RL,Pave,IR1,Gtl,Edwards,1Story,TA,Slab,NoBasement,NoBasement,NoBasement,GasA,Ex,Y,TA,Gd,Unf,Attchd,3,1733.0,0.0,0,0,1733.0,13680.0,452.0,1955,
RL,Pave,IR1,Gtl,SawyerW,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,6,1710.0,832.0,878,426,832.0,9291.0,506.0,1993,76.0
RL,Pave,Reg,Gtl,NWAmes,SLvl,TA,CBlock,Gd,No,Gd,GasA,Ex,Y,TA,TA,Fin,BuiltIn,6,1868.0,585.0,728,0,1140.0,12090.0,477.0,1984,78.0
RL,Pave,Reg,Mod,Mitchel,1Story,TA,CBlock,TA,No,TA,GasA,Fa,Y,TA,Gd,RFn,Attchd,5,1126.0,1126.0,0,936,1126.0,17400.0,484.0,1977,80.0
FV,Pave,IR2,Gtl,Somerst,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,Unf,Detchd,7,1102.0,551.0,551,239,551.0,5105.0,480.0,2004,
RL,Pave,Reg,Gtl,Crawfor,1.5Fin,TA,BrkTil,TA,No,TA,GasA,Gd,Y,TA,TA,Unf,Detchd,6,1913.0,896.0,741,0,1172.0,7558.0,342.0,1928,57.0
RL,Pave,Reg,Gtl,Blmngtn,1Story,Gd,PConc,Gd,Av,Gd,GasA,Ex,Y,Ex,Gd,Fin,Attchd,8,1567.0,1520.0,0,1154,1567.0,3982.0,648.0,2006,53.0
RL,Pave,Reg,Gtl,NAmes,1Story,TA,CBlock,TA,No,TA,GasA,Gd,Y,TA,,Unf,Attchd,5,1050.0,1050.0,0,504,1050.0,9600.0,338.0,1956,80.0
RL,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,8,1580.0,1580.0,0,0,1580.0,11932.0,830.0,2007,92.0
FV,Pave,Reg,Gtl,Somerst,1Story,Gd,PConc,Gd,Mn,Gd,GasA,Ex,Y,Gd,,RFn,Attchd,8,1314.0,1300.0,0,936,1314.0,8640.0,552.0,2009,72.0
RM,Pave,Reg,Gtl,OldTown,1.5Fin,Gd,BrkTil,Gd,No,Gd,GasW,Ex,Y,TA,TA,Unf,Detchd,6,2792.0,1510.0,1208,493,1584.0,10440.0,520.0,1920,60.0
RL,Pave,IR1,Mod,ClearCr,2Story,TA,PConc,Gd,Gd,Gd,GasA,Gd,Y,Gd,,RFn,Attchd,6,1688.0,616.0,1072,462,616.0,12798.0,603.0,1997,79.0
RL,Pave,IR1,Gtl,Veenker,1Story,TA,PConc,Gd,No,Gd,GasA,TA,Y,TA,,Unf,Attchd,6,1232.0,1232.0,0,660,1232.0,11120.0,516.0,1984,
RM,Pave,Reg,Gtl,Blueste,2Story,TA,CBlock,Gd,No,Gd,GasA,TA,Y,TA,TA,Fin,Attchd,6,1229.0,561.0,668,285,561.0,1300.0,462.0,1980,24.0
RL,Pave,IR1,Mod,OldTown,2Story,TA,CBlock,Fa,Mn,Fa,GasA,TA,Y,TA,,Unf,CarPort,3,1699.0,978.0,685,440,1014.0,10615.0,420.0,1900,107.0
RM,Pave,Reg,Mod,OldTown,1Story,Fa,CBlock,Fa,No,Fa,GasA,TA,N,TA,,Unf,Detchd,4,936.0,936.0,0,0,936.0,6000.0,576.0,1953,60.0
RL,Pave,IR2,Gtl,CollgCr,2Story,Gd,PConc,Gd,No,Gd,GasA,Ex,Y,Gd,Gd,Fin,BuiltIn,7,1948.0,847.0,1101,0,847.0,12393.0,434.0,2004,41.0
RL,Pave,Reg,Gtl,NridgHt,2Story,Gd,PConc,Ex,No,Ex,GasA,Ex,Y,Ex,Gd,Fin,Attchd,9,2224.0,1462.0,762,1170,1462.0,8834.0,738.0,2004,74.0
RH,Pave,Reg,Gtl,Crawfor,2Story,TA,CBlock,TA,No,TA,GasA,TA,N,TA,,Unf,2Types,5,2002.0,1001.0,1001,284,1001.0,6270.0,871.0,1949,82.0
